,molecule_chembl_id,y_test_idx0,y_test0,y_pred_xgb0,y_pred_xgb1,y_pred_xgb2,y_pred_xgb3,y_pred_xgb4,y_pred_xgb_ave,y_pred_xgb_std
0,CHEMBL4286867,0,7.25,6.965282,7.050974,6.7390795,7.0178366,6.849146,6.9787196318308515,0.1605932654627589
1,CHEMBL3689853,1,6.43,6.434065,6.476816,6.5100913,6.577776,6.6880136,6.519460309346517,0.09038135850323896
2,CHEMBL3827056,2,7.52,8.618092,8.603618,8.515635,8.471696,8.670535,8.399929129282633,0.39898307088296864
3,CHEMBL3689883,3,7.7,7.4315577,7.452407,7.4804235,7.3134403,7.4549236,7.4721253236134855,0.11511378963039179
4,CHEMBL2023528,4,7.27,7.4083114,7.459652,7.614225,7.310424,7.139741,7.367058836619059,0.1503704798494009
5,CHEMBL403694,5,6.4,6.54608,6.4336247,6.565287,6.561486,6.46815,6.4957713127136225,0.0651652782456767
6,CHEMBL343448,6,11.82,7.613658,7.5901527,7.47467,7.5881796,7.5828543,8.278252414067586,1.5845434047276834
7,CHEMBL4455057,7,9.22,8.696318,8.789761,8.669068,8.724951,8.597877,8.78299565633138,0.20377657626323617
8,CHEMBL4437282,8,5.13,4.7982903,5.0061994,5.120527,5.0601006,4.977649,5.015461028416952,0.11167612067536771
9,CHEMBL3689856,9,7.52,7.30296,7.317973,7.238667,7.28502,7.2953734,7.326665563583373,0.08988235441211109
10,CHEMBL4060342,10,5.1,4.9028273,5.2094526,4.9724255,4.889029,4.9666505,5.006730810801188,0.11345206340653012
11,CHEMBL3971832,11,5.35,6.1398587,6.2035656,6.140185,6.2914352,6.3081446,6.072198168436686,0.32958644232726664
12,CHEMBL3287257,12,6.95,6.8761673,6.941894,6.8855124,6.833524,7.002623,6.914953502019247,0.055740295556935056
13,CHEMBL4069031,13,4.9,5.1373262,5.266418,5.1404467,5.0950723,5.3817124,5.153495931625366,0.14885082924877963
14,CHEMBL396559,14,6.49,6.8795485,6.498135,6.645007,6.733835,6.8341885,6.6801190757751465,0.1510470111058145
15,CHEMBL4560057,15,5.15,5.4172683,5.2947,5.4221554,5.3923926,5.315647,5.332027260462443,0.09471767971504476
16,CHEMBL3339011,16,7.87,7.900747,7.9822426,7.9548454,7.987159,7.887373,7.930394430160523,0.04634218220320042
17,CHEMBL277805,17,6.7,5.338804,5.2035003,5.241558,5.2586994,5.2366457,5.496534538269043,0.5397835902806242
18,CHEMBL3675762,18,6.74,6.668314,6.564118,6.6021485,6.765379,6.806595,6.691092370351156,0.08737243100729096
19,CHEMBL3664083,19,7.46,7.45857,7.3591833,7.4532647,7.4311337,7.5480313,7.451697184244792,0.05534824418337847
20,CHEMBL270098,20,7.1,6.8068933,6.8982635,6.869181,6.743212,6.7119055,6.854909276962281,0.12740001379336285
21,CHEMBL4210305,21,5.82,6.242054,6.3040237,6.277801,6.4727182,6.5119395,6.271422754923503,0.2251357827242597
22,CHEMBL3932246,22,5.56,5.5724177,5.0458126,5.5328784,5.6580777,5.51273,5.480319430033366,0.19959883821001712
23,CHEMBL4458120,23,6.91,7.298558,7.3780093,7.3375845,7.390526,7.434594,7.291545337041218,0.1758227085370022
24,CHEMBL1076939,24,8.3,7.6470222,7.846509,7.6896734,7.5659447,7.935999,7.830858039855957,0.2433452697166118
25,CHEMBL2046618,25,5.22,5.10173,4.963087,5.0706816,4.8886085,5.0541635,5.049711739222208,0.10457981686153381
26,CHEMBL2057822,26,5.92,6.096623,6.1916137,6.210524,6.240953,6.00627,6.1109972667694095,0.11615181755538073
27,CHEMBL2442802,27,7.14,7.1077633,7.038803,7.047814,7.16428,7.031458,7.088353020350138,0.05187281871358066
28,CHEMBL246778,28,7.92,7.664377,7.780969,7.690128,7.7014914,7.7246294,7.746932493845622,0.08535740757490441
29,CHEMBL246189,29,8.46,8.486748,8.485796,8.452053,8.379466,8.464291,8.45472557703654,0.03601211805800125
30,CHEMBL3593412,30,6.47,5.946892,6.1920304,6.001818,5.937428,6.33539,6.147259747187296,0.2028499626313292
31,CHEMBL469377,31,7.8,7.9038277,8.085371,8.080902,8.055029,8.138437,8.010594495137532,0.11874487886073468
32,CHEMBL3951291,32,5.39,6.088397,6.070105,5.692589,6.061698,6.2055383,5.918054523468018,0.284339190374878
33,CHEMBL4092753,33,7.92,6.9632707,7.336529,6.926603,6.963421,6.6324625,7.123714275360108,0.41048311368752133
34,CHEMBL3655918,34,7.11,6.897135,6.942743,6.9281616,6.85594,6.849834,6.930635509490966,0.0871349100601751
35,CHEMBL3585958,35,6.42,6.7182684,6.6018724,6.6288433,6.788257,6.697274,6.642419246037801,0.11642559606358074
36,CHEMBL3921816,36,7.58,7.6823277,7.8299985,7.751989,7.6806307,7.728469,7.708902451197306,0.07640341153218487
37,CHEMBL393389,37,6.65,6.354249,6.4054027,6.455741,6.347207,6.4263787,6.439829730987548,0.10140174205519092
