,molecule_chembl_id,y_test_idx0,y_test0,y_pred_lgbm0,y_pred_lgbm1,y_pred_lgbm2,y_pred_lgbm3,y_pred_lgbm4,y_pred_lgbm_ave,y_pred_lgbm_std
0,CHEMBL356066,0,8.02,7.027551549826604,6.994031039348235,7.679035468739857,7.172198437124289,7.084121632735453,7.329489687962407,0.3846279388787322
1,CHEMBL3652228,1,8.05,8.039659581996167,7.974593800224894,7.963269261429909,7.9936959435654655,7.979001319573728,8.000036651131692,0.033035794310539164
2,CHEMBL3939518,2,6.87,7.045208653785501,7.017584746203823,7.267521978791611,7.224130955437542,7.060250657331583,7.080782831925011,0.13262144503813347
3,CHEMBL4281792,3,7.22,8.295245301701286,7.772151982784657,7.4604796015569,7.994341220233858,7.864734422350725,7.7678254214379026,0.3496344176813265
4,CHEMBL4070232,4,7.15,6.248655183897783,6.406397833427328,6.466830420390214,6.340834811684725,6.302525600092523,6.485873974915428,0.3051415604442637
5,CHEMBL2018295,5,7.94,8.094068574875562,7.864938188573179,7.977971958001296,8.206249028381439,8.014323893519087,8.016258607225096,0.10979800096825126
6,CHEMBL3758451,6,6.62,7.423971610979376,7.216973332528334,7.236188330515156,7.438035885516775,7.2943657572946154,7.204922486139043,0.27494895451462004
7,CHEMBL4073813,7,8.73,9.050827296809715,8.823898380859394,8.550082650237757,8.78461160288919,8.959315653782783,8.816455930763139,0.1606433116705769
8,CHEMBL481018,8,7.4,7.4513156366302065,7.3197803540125586,7.018086673705556,7.429508918878398,7.338875742211811,7.326261220906422,0.14543542719288405
9,CHEMBL3693785,9,8.05,8.235219477439491,8.243006120632508,8.053100413941195,8.170888479889058,8.230934117661933,8.16385810159403,0.08280137448897867
10,CHEMBL3745758,10,7.03,7.611770369813057,7.527675952131594,7.489855194576468,8.032182359287942,7.865502036337433,7.592830985357749,0.3160605801690465
11,CHEMBL3262725,11,6.55,7.794107801692496,7.055312992809349,6.989085816892348,7.1291877967331185,7.56586261693515,7.18059283751041,0.40362796351434166
12,CHEMBL2431917,12,7.46,6.847710935463224,6.6685241570872416,6.9310698859854565,6.846528706399242,6.801957497311163,6.925965197041054,0.25143153898095755
13,CHEMBL407959,13,6.47,6.61540775064298,6.907662364077048,6.976506018060362,6.548948845630855,6.616607778543187,6.689188792825739,0.18650491716543305
14,CHEMBL4069885,14,5.87,5.555854464023792,5.435502997140866,5.693494659962047,5.34959668399664,5.705158484122585,5.6016012148743215,0.17530644019909797
15,CHEMBL3937174,15,5.71,5.616842188155384,6.059822006708304,5.830206413231752,5.824439940424156,5.7570306434396255,5.799723531993204,0.13693666680486594
16,CHEMBL3763386,16,7.01,6.946355759685234,6.923980410478196,6.863386599190336,7.078838217920526,6.947486507059186,6.9616745823889135,0.06779873342737544
17,CHEMBL494813,17,6.14,5.996009951813257,6.20594827594421,5.900318429930858,5.9586481488604575,5.933742118090427,6.022444487439869,0.11183662240783315
18,CHEMBL3953547,18,6.07,6.9045319258251725,6.620458008427382,6.434564597471719,6.48138769536155,6.294254262855069,6.467532748323482,0.25938741756905487
19,CHEMBL4203935,19,6.53,6.742907888358392,6.799170937691637,6.942880810918851,6.6612036215587755,6.785310814619379,6.743579012191173,0.12711894844884453
20,CHEMBL4072045,20,9.32,9.630223943943598,9.731087789269562,9.61038399062766,9.749325084614787,9.78867722179539,9.638283005041833,0.15583584665382372
21,CHEMBL4218728,21,4.36,4.838910896531522,4.947392390611743,5.229193414467889,4.780815553144749,4.950219502781039,4.851088626256157,0.2608700881416562
22,CHEMBL3640679,22,5.9,6.1421595770606725,6.0610433228030685,6.169542174514356,6.802981097067822,6.075587130765158,6.1918855503685135,0.2864297038519093
