,molecule_chembl_id,y_test_idx0,y_test0,y_pred_svm0,y_pred_svm1,y_pred_svm2,y_pred_svm3,y_pred_svm4,y_pred_svm_ave,y_pred_svm_std
0,CHEMBL356066,0,8.02,7.112791166913024,7.158699058465501,7.249717998428503,7.16808980462809,7.228335936226466,7.322938994110263,0.31499212580666386
1,CHEMBL3652228,1,8.05,8.057668844063581,8.010474184151402,7.99830275304965,8.077573217317545,8.07325800806723,8.0445461677749,0.030045682348919363
2,CHEMBL3939518,2,6.87,7.376884875411674,7.318239175615276,7.42490539618086,7.482932414031594,7.36224487493907,7.30586778936308,0.20160911703791295
3,CHEMBL4281792,3,7.22,8.251270989071198,7.8299830707526885,7.629744281623196,8.149521053831123,7.829861061612107,7.818396742815051,0.33935171256963415
4,CHEMBL4070232,4,7.15,6.697583208920159,6.501944221315327,6.6039227062470545,6.686165689093192,6.6700433006641635,6.718276521039982,0.20414348850331565
5,CHEMBL2018295,5,7.94,7.87089153425257,7.82688461262569,7.937452845107041,7.603535197899229,7.774678823549243,7.825573835572295,0.11514999688725527
6,CHEMBL3758451,6,6.62,7.059950384024281,7.280167791753006,7.082368124188764,7.169189291089858,7.280943028629928,7.082103103280972,0.22374875497152263
7,CHEMBL4073813,7,8.73,8.74851084644964,8.59997044426409,8.64053117602892,8.660448551867729,8.642874982915718,8.670389333587684,0.05222162786693788
8,CHEMBL481018,8,7.4,7.7076416369558824,7.624592590137594,7.4810542105074145,7.633433936037144,7.735754553343367,7.597079487830235,0.11960739164632364
9,CHEMBL3693785,9,8.05,8.251606676511829,8.218130301064217,8.223651345738444,8.130664255494183,8.27795430724209,8.192001147675127,0.0780510225057882
10,CHEMBL3745758,10,7.03,7.483150791334948,7.161411072786924,7.490492353451334,7.888283379304859,7.472382566632638,7.420953360585117,0.2738470469867918
11,CHEMBL3262725,11,6.55,7.593117870285706,7.559145198067258,7.36412610421654,7.506896412139904,7.404995648374686,7.329713538847348,0.3578219580538915
12,CHEMBL2431917,12,7.46,6.969264751055731,6.600633398163418,6.688925773948357,6.9687208390781725,6.889817692314523,6.929560409093367,0.27451582326467744
