,molecule_chembl_id,y_test_idx0,y_test0,y_pred_rf0,y_pred_rf1,y_pred_rf2,y_pred_rf3,y_pred_rf4,y_pred_rf_ave,y_pred_rf_std
0,CHEMBL356066,0,8.02,7.174475958314,7.267219212712176,7.209938425424355,7.264303874529238,7.165648790176973,7.350264376859457,0.30207818186124175
1,CHEMBL3652228,1,8.05,8.153331166486094,8.05087757313107,8.049879017695893,8.0354958468761,8.023369447453936,8.060492175273849,0.04269495886241981
2,CHEMBL3939518,2,6.87,7.500500180570583,7.443817185162218,7.485594528710694,7.504657638136489,7.417741861424922,7.370385232334152,0.22592492980308812
3,CHEMBL4281792,3,7.22,8.1886744312025,7.859491745343814,7.526613204870201,7.962881287726281,7.868270920394107,7.77098859825615,0.3140829733424898
4,CHEMBL4070232,4,7.15,6.641646803900327,6.772816901408445,6.76994041170098,6.760185987721193,6.741240520043324,6.805971770795712,0.16023009194729065
5,CHEMBL2018295,5,7.94,7.966494041170098,7.974224810400841,8.283131094257858,7.99898519321053,7.961947092813252,8.020797038642097,0.11860591531913121
6,CHEMBL3758451,6,6.62,6.928410978692643,6.836424702058491,6.733152762730228,6.954257854821213,7.025113759479924,6.849560009630416,0.1380936968470314
7,CHEMBL4073813,7,8.73,8.556351029252427,8.50417804261466,8.604291518340826,8.595206624361568,8.441118480111438,8.571857615780154,0.08992575490258238
8,CHEMBL481018,8,7.4,7.452212170458639,7.172680028891277,7.128603466955555,7.231833333333324,7.400935175153483,7.297710695798712,0.12487250161922847
9,CHEMBL3693785,9,8.05,8.088093174431263,8.178605994944084,8.154499819429422,8.142892741061802,8.157463705308816,8.12859257252923,0.04477268269583268
10,CHEMBL3745758,10,7.03,7.492685987721227,7.562994944023117,7.5149936800289225,7.649032141567404,7.547589382448558,7.466216022631539,0.20115245212272231
11,CHEMBL3262725,11,6.55,7.318627663416391,7.2368309859154945,7.3128869628024455,7.358273745034293,7.282602022390756,7.17653689659323,0.28261961466585667
12,CHEMBL2431917,12,7.46,6.977492777175866,6.735178764897101,6.7944799566630545,6.905160243512352,6.88390032502708,6.959368677879241,0.23701042092760027
13,CHEMBL407959,13,6.47,6.685807150595922,6.7641260382809865,6.566682556879775,6.389532322138001,6.490911881545706,6.561176658240066,0.12875275102002068
14,CHEMBL4069885,14,5.87,5.386392199349945,5.442177681473441,5.359516070783666,5.439355362946903,5.554772481040094,5.508702299265675,0.17277601292999872
15,CHEMBL3937174,15,5.71,5.7199458288190685,5.626546587215618,5.681405200433384,5.653548212351049,5.5471045503792045,5.656425063199721,0.058282562994880785
16,CHEMBL3763386,16,7.01,7.130907496259612,7.029243228602373,6.8295955218490345,7.200469483568058,7.045751173708903,7.040994483997996,0.11498371087402462
17,CHEMBL494813,17,6.14,6.239439508847962,6.1694070061394095,5.974281328999656,6.1059516070783815,6.022415854098965,6.108582550860729,0.08876810013872849
18,CHEMBL3953547,18,6.07,6.596966413867838,6.711709642470229,6.826792163235855,6.612946912242701,6.598374864572064,6.5694649993981145,0.23783708646959817
19,CHEMBL4203935,19,6.53,6.820422535211273,6.886392199349958,6.821465330444206,6.8369284940411825,6.764499819429403,6.7766180630793365,0.1158915722502294
20,CHEMBL4072045,20,9.32,9.660409766290043,9.564551540009278,9.370812567713935,9.665165222101843,9.676271861940876,9.542868493009328,0.14509345312945193
21,CHEMBL4218728,21,4.36,5.047880101119546,5.063450704225358,4.967756951968228,4.9448140122788065,4.986359696641396,4.895043577705556,0.24293159453080293
22,CHEMBL3640679,22,5.9,5.833149151318173,5.88754893463345,5.883530155290731,6.013039906103296,5.934462983026375,5.908621855062004,0.05540009032129687
23,CHEMBL469134,23,7.17,6.756646803900373,6.802060671722691,6.657683279162153,6.731098320693438,6.777652582159681,6.815856942939722,0.16470983965197264
24,CHEMBL4583725,24,8.0,7.861830985915529,7.813347778981596,7.839165763813671,7.879538100397289,7.8330516431925385,7.871155712050104,0.06133935586354598
25,CHEMBL4470302,25,8.22,7.75829721921276,7.766099494402344,7.842179487179542,7.6493869628024935,7.696673889490834,7.822106175514662,0.18774803570006374
26,CHEMBL3800615,26,7.05,6.608025279884481,6.690524686581058,6.657861141206257,6.6345704225352575,6.659430119176646,6.716735274897283,0.15114636527059025
27,CHEMBL3339024,27,8.27,7.905742145178761,7.923336944745403,7.879613578909344,7.945926327193971,7.905492957746474,7.971685325628992,0.1349072990595849
28,CHEMBL2105763,28,6.46,7.0527688696280375,7.058201336222475,7.009076407160926,7.067008847959563,7.001794149512466,6.941474935080578,0.2167166489686702
29,CHEMBL3681869,29,6.5,6.481820151679264,6.4663163596966164,6.4724377031419,6.50245937161426,6.4827843986998595,6.484302997471983,0.013221351568717657
30,CHEMBL1080580,30,7.39,7.284442578548211,7.028791079812212,7.243439869989167,6.97702871072591,7.078799024918752,7.167083543999042,0.14851205308864787
31,CHEMBL3526942,31,5.31,7.6179401408450795,7.622045864933192,7.713584584429671,7.715774647887317,7.744469122426857,7.287302393420354,0.8855700296135662
32,CHEMBL4086244,32,7.37,7.577221018418248,7.594041170097528,7.610563380281719,7.582296858071532,7.593900325027086,7.554670458649351,0.08325460749335807
33,CHEMBL4067480,33,7.76,7.724669555796325,7.524512459371601,7.649559407728412,7.690931744312027,7.679295774647869,7.671494823642706,0.07436883865951759
34,CHEMBL255686,34,8.34,7.307562167879064,7.284855001805719,7.6653055254604645,7.391543027395152,7.361715910849728,7.558496938898355,0.3711692469487571
35,CHEMBL2442692,35,7.16,7.555863127482823,7.552527085590443,7.869738172625487,7.840158902130719,7.843094257854808,7.636896924280713,0.2513839166281407
36,CHEMBL3951849,36,5.3,4.765297941495104,4.778761285662675,5.395081256771394,5.205297941495119,4.797096424702043,5.040255808354389,0.26574259144686324
37,CHEMBL3759794,37,9.3,8.275487540628417,8.187167930660934,8.291572769953095,8.17409100758402,8.224875406283902,8.408865775851726,0.4007886373105465
38,CHEMBL485771,38,6.8,6.472080173347821,6.452486818346008,6.459694835680785,6.392028530155331,6.411986998916611,6.498046226074425,0.13786632939601381
39,CHEMBL1934897,39,4.31,4.93820151679307,4.957345612134348,4.935971830985916,5.0604622607439635,4.936511375947995,4.856415432767549,0.24826913435237746
40,CHEMBL3920532,40,8.62,8.24956121343445,8.23759660527266,8.169714698447107,8.254880823401963,8.235796316359686,8.294591609485977,0.14820867250073813
41,CHEMBL4299456,41,7.02,6.799945828819005,6.65659804983742,6.735601300108294,6.758651137594748,6.75473456121337,6.787588479595473,0.11250609474670871
42,CHEMBL517076,42,6.28,6.301235102925275,6.297973997833181,6.315655471289298,6.331625135427977,6.307876489707497,6.3057276995305385,0.015895874594704554
43,CHEMBL4210907,43,7.79,7.940673889490788,7.922401589021337,7.8338028169014375,7.677342000722318,7.864691224268711,7.838151920067432,0.08804397373385377
44,CHEMBL3640665,44,7.74,7.843687251715487,7.851538461538526,7.796905019862814,8.09793066088845,7.798457204767122,7.8547530997954,0.11471124267306208
45,CHEMBL4548542,45,6.89,6.972960635608582,6.9907816901409,6.981619718309918,7.006525950575299,6.97895810762014,6.970141017042473,0.03739415129100334
46,CHEMBL2408820,46,6.74,5.920875354692228,6.302788732394337,5.917875096734226,5.884964866119772,5.946149847804757,6.11877564962422,0.31192232391863806
47,CHEMBL3892860,47,4.35,5.159951245937168,5.380975081256822,5.047824382190577,5.339274106175563,5.362639942217453,5.106777459629597,0.3591006536359058
48,CHEMBL3758595,48,6.61,7.019880823401921,7.051782231852629,6.889353557240853,6.890915492957737,6.903781148429014,6.894285542313693,0.14231625560751604
49,CHEMBL1173195,49,4.83,5.470588660166084,5.529106175514586,5.627605633802785,5.553543878656521,5.608246478873201,5.436515137835529,0.2760729598396959
50,CHEMBL2337874,50,6.17,5.868580715059605,5.827721198988806,5.875417118093189,5.84093174431204,5.86470205850489,5.907892139159756,0.11837581605866859
51,CHEMBL3688164,51,5.49,5.235793607800644,5.297885518237618,5.282592091007581,5.269174792343796,5.275225713253879,5.3084452871072525,0.08333265525666085
52,CHEMBL3925737,52,7.08,6.71080985915497,6.810223185265477,7.028945467677892,6.645414409534163,6.8027899963886265,6.846363819670188,0.15805183122646785
53,CHEMBL3652236,53,7.68,7.7128234019502,7.7264066449982085,8.096838776247264,7.767551101480721,7.791221740700661,7.79580694422951,0.13937569060110128
54,CHEMBL3309288,54,7.4,7.660875767425069,7.564095341278441,7.612763813651136,7.691131274828457,7.587163235825212,7.586004905501386,0.09349905014010536
55,CHEMBL1808672,55,4.52,6.234050198627661,6.07117280606717,6.104112676056332,6.230813470566974,6.127789815817983,5.8813231611893535,0.6118529855989605
56,CHEMBL3640657,56,7.77,7.539867280606742,7.595438786565583,7.611294691224282,7.561762369086326,7.6216034669556,7.616661099073088,0.07408057722049088
57,CHEMBL3601780,57,6.52,7.2897276995305536,7.434921993499489,7.3032562296858226,7.2191240520043545,7.3853210545323416,7.192058504875426,0.3083916532081983
58,CHEMBL3692625,58,5.29,5.4542004333694205,5.450753159985533,5.493960364752608,5.4375197079915285,5.448734019501622,5.429194614266785,0.06469273594182084
59,CHEMBL4079625,59,7.77,7.523964788732382,7.562952329360757,7.485942578548194,7.510465872155984,7.506793066088804,7.56001977248102,0.09676118338779434
60,CHEMBL497760,60,7.82,6.308234741784047,6.226262188515737,6.298333694474548,6.240795232936078,6.261007583965343,6.525772240279292,0.5795249259027855
61,CHEMBL1214762,61,5.72,5.95778187071144,6.380146757389726,5.930359571961679,6.7526383686735985,6.424169491306814,6.194182676673877,0.35347949413548246
62,CHEMBL4208487,62,6.96,6.725971598823739,6.73349101446285,6.7331578187071255,6.641572615178263,6.718137930144987,6.752055162886161,0.09830218448323008
63,CHEMBL585554,63,6.77,6.923824665944376,6.914106175514628,6.994709281328991,7.038977970386426,6.990473094980138,6.938681864692427,0.08675538801363768
64,CHEMBL479611,64,6.96,6.69095882990251,6.770547128927434,6.644902491874331,6.610498374864584,6.7144745395449785,6.731896894185639,0.11387855929532595
65,CHEMBL145110,65,4.72,6.699701314725977,6.715258757674261,6.829244402311323,6.699258886653258,6.738073401950185,6.4002561272191665,0.7527404191789943
66,CHEMBL2425952,66,7.1,7.476088840736735,7.456673889490805,7.566085951607101,7.577345612134359,7.45606175514628,7.438709341519213,0.15926387567189565
67,CHEMBL4281785,67,8.43,8.413522751896055,8.441635969664194,8.371197183098655,8.46546406645005,8.454548212351078,8.429394697243337,0.03088360719670429
68,CHEMBL3775654,68,6.95,7.234084507042306,6.6785084868183375,7.171365113759556,7.23834236186355,7.243008306247804,7.085884795955259,0.2088146231331206
69,CHEMBL3908319,69,5.35,7.731854460093931,7.657566630552589,7.698705669916982,7.631357890935385,7.615059588299046,7.280757373299656,0.8643549912296877
70,CHEMBL3693711,70,8.52,8.1953981581799,8.221635969664185,8.269436619718347,8.234035752979425,8.298223185265481,8.28978828096789,0.10812442716527887
71,CHEMBL2413289,71,5.33,6.0962150595882925,6.324259660527254,6.13520043336944,6.075387323943658,6.10189237992054,6.010492476224865,0.3154323952062719
72,CHEMBL3759139,72,5.36,6.080216684723745,6.04815456843628,5.931495124593738,5.9836348862405355,6.1823293607800816,5.93097177079573,0.2670733142516458
73,CHEMBL4474608,73,6.25,6.959563019140482,7.122473817262545,7.072672444925966,7.055223004694822,7.104041170097514,6.927328909353555,0.30730112550388616
