,molecule_chembl_id,y_test_idx0,y_test0,y_pred_knn0,y_pred_knn1,y_pred_knn2,y_pred_knn3,y_pred_knn4,y_pred_knn_ave,y_pred_knn_std
0,CHEMBL4286867,0,7.25,6.612507738844883,6.612507738844883,6.612507738844883,6.612507738844883,6.352919154930338,6.675491685051646,0.2738554214218289
1,CHEMBL3689853,1,6.43,6.527693624233562,6.565433604336043,6.565433604336043,6.62466427650927,6.565433604336043,6.546443118958494,0.05931695738211561
2,CHEMBL3827056,2,7.52,8.847714033539276,8.676487327701198,8.804886574189993,8.804886574189993,8.66766107678729,8.553605931067958,0.4671247395499017
3,CHEMBL3689883,3,7.7,7.476191737842077,7.475491047377593,7.476191737842077,7.453348815639015,7.476191737842077,7.509569179423807,0.08556489411824722
4,CHEMBL2023528,4,7.27,7.565465763368015,7.565465763368015,7.97688909380134,7.377891520872888,7.3953857655112465,7.525182984486918,0.22764894853691273
5,CHEMBL403694,5,6.4,7.233325646516225,7.233325646516225,7.233325646516225,6.917165731112544,7.233325646516225,7.041744719529574,0.30934587323882845
6,CHEMBL343448,6,11.82,7.44,7.44,7.44,7.44,7.44,8.17,1.6323296235748466
7,CHEMBL4455057,7,9.22,8.943981488074046,8.855327008011253,8.938500432587542,8.855327008011253,8.855327008011253,8.944743824115891,0.1289648689005607
8,CHEMBL4437282,8,5.13,4.966797596365235,4.966797596365235,4.963790121647369,4.968960760998811,4.968960760998811,4.994217806062577,0.06074841646733143
9,CHEMBL3689856,9,7.52,7.137756890234186,7.137756890234186,7.137756890234186,7.137756890234186,7.127000997082609,7.199671426336558,0.14330912131722787
10,CHEMBL4060342,10,5.1,5.296494066882417,5.290722713864306,5.321966918374685,5.296494066882417,5.296494066882417,5.267028638814374,0.07536889753229391
11,CHEMBL3971832,11,5.35,6.249428571428571,6.4817380224260965,6.532511627906976,6.289757085020242,6.500433682688833,6.233978164911787,0.4095267833137931
12,CHEMBL3287257,12,6.95,6.6379289428076245,6.854003084537856,6.77525991641616,6.77525991641616,6.721416938110749,6.785644799714759,0.09818890904360619
13,CHEMBL4069031,13,4.9,5.278430010420285,5.364420100316952,5.287812413453549,5.278430010420285,5.287812413453549,5.232817491344104,0.15182040702841457
14,CHEMBL396559,14,6.49,6.126994492805115,6.222308622104201,6.0124237688255,6.222308622104201,6.222308622104201,6.216057354657202,0.1440836785872784
15,CHEMBL4560057,15,5.15,5.487503496865773,5.395371080532371,5.487503496865773,5.487503496865773,5.477312166415765,5.414198956257576,0.12265094218263212
16,CHEMBL3339011,16,7.87,7.415221495404487,7.415221495404487,7.415221495404487,7.415221495404487,7.415221495404487,7.491017912837073,0.16948594183021132
17,CHEMBL277805,17,6.7,5.3822019041228035,5.3822019041228035,5.3822019041228035,5.669446516245003,5.3822019041228035,5.649709022122702,0.48127278121094785
18,CHEMBL3675762,18,6.74,6.671027377097441,6.666924742826205,6.666924742826205,6.782937886370328,6.7859185886776086,6.718955556299631,0.05280810597537379
19,CHEMBL3664083,19,7.46,7.68078862381498,7.68078862381498,7.68078862381498,7.5898567389255405,7.68078862381498,7.628835205697577,0.08248361268677215
20,CHEMBL270098,20,7.1,6.711472105772331,6.711472105772331,6.711472105772331,6.711472105772331,6.904174715747679,6.808343856472834,0.14820222894276108
21,CHEMBL4210305,21,5.82,6.128448299214629,5.984067778604058,5.967574483589787,5.984067778604058,6.048935290775063,5.988848938464599,0.09319033988372087
22,CHEMBL3932246,22,5.56,6.068482536341511,5.380633708752598,6.068482536341511,6.192086200034116,6.068482536341511,5.889694586301874,0.3041867788551741
23,CHEMBL4458120,23,6.91,7.404876383572982,7.404876383572982,7.576875541855313,7.404876383572982,7.404876383572982,7.351063512691208,0.20700700271281958
24,CHEMBL1076939,24,8.3,8.128052911361108,8.128052911361108,7.958656199777477,8.09181220657277,8.128052911361108,8.122437856738928,0.0994864001089548
25,CHEMBL2046618,25,5.22,5.058448259609502,5.006329395250906,5.134962233911314,4.832000972883695,5.0867563252756,5.056416197821836,0.12022525643229696
26,CHEMBL2057822,26,5.92,6.903605206614536,7.32365180775374,6.903605206614536,6.903605206614536,7.376258114009204,6.888454256934426,0.47713412035108094
27,CHEMBL2442802,27,7.14,6.745498157647569,6.745498157647569,6.745498157647569,6.754665041393671,6.745498157647569,6.81277627866399,0.14637717375105228
28,CHEMBL246778,28,7.92,7.92,7.92,7.92,7.92,7.92,7.920000000000001,8.881784197001252e-16
29,CHEMBL246189,29,8.46,8.46,8.46,8.46,8.46,8.46,8.46,0.0
30,CHEMBL3593412,30,6.47,6.858588421870184,6.76332583502835,6.864981199538987,7.143555831174862,7.204458119572676,6.884151567864177,0.2439358574248749
