,molecule_chembl_id,y_test_idx0,y_test0,y_pred_lgbm0,y_pred_lgbm1,y_pred_lgbm2,y_pred_lgbm3,y_pred_lgbm4,y_pred_lgbm_ave,y_pred_lgbm_std
0,CHEMBL4286867,0,7.25,7.061109466528829,7.128216380478543,6.90459468833948,7.081291026383972,7.04792736517048,7.078856487816885,0.10277091830324654
1,CHEMBL3689853,1,6.43,6.623540551330492,6.824559518706838,6.45757172993155,6.613510306534291,6.708559064327272,6.609623528471741,0.13636890661135984
2,CHEMBL3827056,2,7.52,9.014686561930072,8.888469692866659,8.851263071591092,8.74673638355011,8.625055458316721,8.607701861375775,0.5010848680164327
3,CHEMBL3689883,3,7.7,7.380153202009114,7.4002017763158925,7.412949713795508,7.322332783517576,7.421698899444389,7.439556062513746,0.12088326149308612
4,CHEMBL2023528,4,7.27,7.286108608320828,7.420155886560578,7.576085705599071,7.212505461674117,7.241473517725161,7.334388196646626,0.12631909305852118
5,CHEMBL403694,5,6.4,6.998567122788495,6.793764037663812,6.639182533986887,6.891734322612208,6.863155625326434,6.764400607062973,0.1958443111012004
6,CHEMBL343448,6,11.82,7.808283674814794,7.680949808332345,7.733686111560147,7.984170122556338,7.757907666268787,8.464166230588734,1.5037746288744656
7,CHEMBL4455057,7,9.22,9.058878237881034,8.649328481291768,8.790794197387806,8.587999486944707,8.822980399384354,8.854996800481612,0.221182060496271
8,CHEMBL4437282,8,5.13,4.877361839511069,5.089381505275792,4.995413730698615,4.968185536179432,5.056947634866317,5.019548374421871,0.08357887026576728
9,CHEMBL3689856,9,7.52,7.128146857442433,7.217527414506341,7.36652283911197,7.348294698491879,7.17649171952833,7.292830588180158,0.1331908333562991
10,CHEMBL4060342,10,5.1,4.741836688387747,4.766764704543354,5.03543000605227,4.928054120734147,4.88957089732888,4.910276069507733,0.12998126652228034
11,CHEMBL3971832,11,5.35,6.039944313650528,6.220646047831995,6.009884257271125,6.137751580094843,6.0800091666391,5.973039227581265,0.28690695071954175
12,CHEMBL3287257,12,6.95,7.075457156722363,6.764816372503136,6.925803095199927,7.046169504190109,7.042991105028823,6.967539538940727,0.10541036544603052
13,CHEMBL4069031,13,4.9,5.331539042563792,5.234017746481365,5.242567772108841,5.047096517557923,5.2309887123063605,5.164368298503047,0.14548413907851065
14,CHEMBL396559,14,6.49,7.123514883318144,6.537011626307924,6.786319203961076,6.589296205527342,7.13952038114736,6.777610383376974,0.2667003115953317
15,CHEMBL4560057,15,5.15,5.364683222491997,5.338417131788674,5.518667240221302,5.489118735849862,5.430013721223328,5.3818166752625265,0.12143641071394956
16,CHEMBL3339011,16,7.87,7.958700424211016,7.854151088372509,7.934078473952682,8.075054943707027,7.966327041949013,7.9430519953653755,0.0724935271446785
17,CHEMBL277805,17,6.7,5.286641988028202,5.3201280397269395,5.358651075732563,5.293559411359875,5.209798475021723,5.5281298316448835,0.5259819386829702
18,CHEMBL3675762,18,6.74,6.959121757712572,6.4428472920965,6.672713986483275,7.026897404417373,7.020157041848765,6.810289580426414,0.2129146238096978
19,CHEMBL3664083,19,7.46,7.561562524916629,7.601701613428708,7.539269348237871,7.3489254225670795,7.676494623827583,7.531325588829645,0.10437222607297708
20,CHEMBL270098,20,7.1,7.191426772735191,7.087229704852734,7.200901309029215,7.037096605388878,7.423355970882127,7.173335060481357,0.1257979489489852
21,CHEMBL4210305,21,5.82,6.121645578304238,6.1659622370089044,6.354549943525238,6.529024747694467,6.430914024808233,6.237016088556847,0.23414422063072732
22,CHEMBL3932246,22,5.56,5.5322012486018615,5.200002507363195,5.406677020828824,5.327330301070832,5.450638490734747,5.412808261433242,0.12246195485452054
23,CHEMBL4458120,23,6.91,7.103923442224077,7.466654741849896,7.4280831700259515,7.311752937629355,7.443192535000106,7.277267804454898,0.20504748851224636
24,CHEMBL1076939,24,8.3,7.955372503721158,7.899410115861285,7.852353359650819,7.699435720712124,8.061947182816176,7.961419813793594,0.18670619676287048
25,CHEMBL2046618,25,5.22,4.917313139265921,5.028737701954141,5.078122217815087,5.121217575353345,5.090169273602409,5.075926651331817,0.09165252637885472
26,CHEMBL2057822,26,5.92,6.257647740466176,6.239311028968059,6.389070948237282,6.103745859129852,6.568809774525943,6.2464308918878855,0.20468145394662587
27,CHEMBL2442802,27,7.14,7.148501256033643,7.009077003153495,7.113699116107092,7.167456517997647,7.092988971758318,7.111953810841698,0.05187999574345254
28,CHEMBL246778,28,7.92,7.53600228209967,7.6157876887050096,7.538452088451336,7.762689983863723,7.652764077012541,7.67094935335538,0.13514333048679775
29,CHEMBL246189,29,8.46,8.555301852841472,8.362824770839246,8.458002873016294,8.479204257919678,8.547252511415161,8.477097711005309,0.06423559601760748
30,CHEMBL3593412,30,6.47,6.083751187330015,6.185303103290638,6.061603085729701,5.976191296911125,6.229494616708714,6.167723881661698,0.15837364690439987
31,CHEMBL469377,31,7.8,7.866752590121383,8.096202866593634,8.101932209767211,8.154701923447558,8.143864267655314,8.027242309597518,0.13998618455723388
32,CHEMBL3951291,32,5.39,5.771536949731567,5.892765191284065,5.712765810231704,6.0220029001073385,6.392261932576166,5.863555463988473,0.30576380650955265
33,CHEMBL4092753,33,7.92,6.920365551582217,7.137266842634979,6.835633875315381,7.137581739685801,7.029119669115188,7.163327946388928,0.3555091738619937
