,molecule_chembl_id,y_test_idx0,y_test0,y_pred_rf0,y_pred_rf1,y_pred_rf2,y_pred_rf3,y_pred_rf4,y_pred_rf_ave,y_pred_rf_std
0,CHEMBL585939,0,-1.19,-0.46697844827586144,-0.516722341954022,-0.5109561781609181,-0.4995905172413782,-0.444505336617405,-0.6047921370415975,0.2629263429379029
1,CHEMBL96051,1,0.78,0.958527298850575,0.903405172413793,0.9598311781609179,0.8390086206896552,0.9676005747126429,0.9013954741379306,0.07035020937338642
2,CHEMBL3356916,2,0.3,0.5331929905582924,0.5239644909688008,0.42086052955665093,0.5154741379310344,0.5339978448275858,0.4712483323070608,0.08599852640067773
3,CHEMBL3907413,3,0.97,0.8388721264367768,0.9000646551724066,1.8423635057471288,0.9220136494252814,0.8785416666666624,1.0586426005747094,0.3527571900043274
4,CHEMBL2047704,4,-2.25,-2.7519181034482694,-2.8285129310344783,-2.8635560344827518,-2.8442241379310276,-2.869999999999994,-2.734701867816087,0.22020328619514887
5,CHEMBL3798027,5,1.33,1.7318750000000025,1.8350431034482781,1.7225862068965536,1.6880172413793124,1.6315086206896547,1.6565050287356335,0.1581911146620775
6,CHEMBL3352823,6,-1.3,-0.796264367816094,-1.1082255747126433,-1.048060344827586,-0.9808728448275851,-1.0042887931034474,-1.0396186542145593,0.15082948144004715
7,CHEMBL4066975,7,0.16,1.785818965517247,1.9549568965517288,1.7727586206896575,1.8378879310344876,1.8903232758620732,1.5669576149425322,0.6322309842079826
8,CHEMBL4284448,8,2.31,2.4256519396551717,2.45513957307061,2.4303904967159298,2.4629022988505778,2.4664870689655163,2.425095229542968,0.05372861292730028
9,CHEMBL1096982,9,-0.52,-1.0133081896551706,-0.729965876436781,-0.9790732758620667,-1.0373060344827556,-1.0962679597701117,-0.8959868893678142,0.20399361132579108
10,CHEMBL3356932,10,0.06,0.5836637931034481,0.6204382183908044,0.5373527298850576,0.579104166666666,0.5008297413793096,0.4802314415708809,0.19166533480525588
11,CHEMBL3415964,11,-0.53,1.10581537356321,1.0932884339080378,0.44542169540229953,1.163516522988499,1.1178448275861987,0.7326478089080407,0.6164574347704844
12,CHEMBL3799728,12,1.23,1.4734913793103472,1.2329777298850577,1.4214583333333353,1.4647413793103488,1.3957543103448296,1.3697371886973198,0.10113714056067245
13,CHEMBL2047688,13,-2.63,-2.668448275862071,-2.5828232758620726,-2.666961206896553,-2.7145474137931007,-2.707715517241373,-2.661749281609195,0.04511080715933072
14,CHEMBL2442692,14,-0.25,0.35401708743842325,0.3499866242474,0.3559834770114939,0.3430639367816087,0.3900652709359598,0.25718606606914757,0.2273098898293412
15,CHEMBL3909186,15,2.43,2.2157974137931022,2.2013433908045945,2.110529454022989,2.1209841954022948,2.1588793103448256,2.2062556273946345,0.10712605723178477
16,CHEMBL4299380,16,1.61,1.2944612068965466,1.6831321839080382,1.653060344827578,1.6655172413793027,1.6016810344827526,1.584642001915703,0.13295390206734478
17,CHEMBL4064784,17,0.39,0.44313577586206937,0.3961530172413797,0.44412356321839086,0.4239310344827588,0.4060129310344827,0.41722605363984694,0.021411879388469855
18,CHEMBL4576202,18,-1.17,0.02395150862068962,0.002904094827586191,0.013512931034482758,0.05172952586206901,0.05272090517241384,-0.17086350574712642,0.4472050461753237
19,CHEMBL3601336,19,-0.19,0.224572557471264,0.13405172413793082,0.16239224137931033,0.1626149425287356,0.15487068965517256,0.10808369252873555,0.13614329514507104
20,CHEMBL4069853,20,-0.81,0.12903556034482744,0.0911314655172414,0.13241163793103444,-0.011681034482758574,-0.11066810344827585,-0.09662841235632187,0.33039106549179176
21,CHEMBL3797442,21,0.75,1.0810560344827573,0.9946767241379313,1.1110847701149427,0.9582112068965508,0.9914870689655189,0.9810859674329501,0.11626877884139797
22,CHEMBL474051,22,0.04,0.13396551724137942,0.07119073275862094,0.03829741379310361,-0.0013577586206896608,0.013782327586206886,0.04931303879310354,0.04412617030705755
23,CHEMBL3934237,23,1.3,1.2750646551724107,1.2959734195402262,1.3024568965517214,1.253606321839079,1.3499568965517204,1.2961763649425262,0.029451555953796497
