,molecule_chembl_id,y_test_idx0,y_test0,y_pred_lgbm0,y_pred_lgbm1,y_pred_lgbm2,y_pred_lgbm3,y_pred_lgbm4,y_pred_lgbm_ave,y_pred_lgbm_std
0,CHEMBL4635479,0,0.42,0.6792670984971014,0.6565245970363603,0.7524545266306937,0.7130562781193774,0.28657682826459085,0.5846465547580205,0.17064686860226883
1,CHEMBL4299417,1,0.98,0.6108245197688887,0.6780774329128073,0.7435651690491762,0.6329293003815604,0.6230714038738375,0.7114113043310452,0.12804033845267923
2,CHEMBL4225331,2,0.84,1.5931054877908895,1.2625454670078637,1.034978035185096,1.6919647155759854,1.8173771631218922,1.3733284781136212,0.3554816881854366
3,CHEMBL1094710,3,0.45,-0.016776001496017108,0.19794915846675487,-0.2233031653196027,-0.28514920267241073,-0.27004924259841234,-0.02455474226994801,0.27155375655987246
4,CHEMBL3287256,4,-0.33,-0.06845239241225211,-0.25447189858934754,-0.2262615202039851,0.012475593444225636,-0.014633200530142663,-0.1468905697152503,0.12938617061955954
5,CHEMBL261272,5,0.61,0.4929574633833449,0.48799741618791576,0.430967703129645,0.3185801457361786,0.24558035836282288,0.43101384779998453,0.11982424612119305
6,CHEMBL3415625,6,1.35,1.3083884627953215,1.0879053248007817,1.2687105256967306,1.321075355104128,1.4855738474993527,1.3036089193160525,0.11785388300405776
7,CHEMBL3747043,7,-0.12,0.03511824472421226,0.09985612721618731,0.05243853025847838,0.35231590699360293,0.5482724843095922,0.16133354891701218,0.22245316662374268
8,CHEMBL3601331,8,0.36,0.27107248798392475,0.11392481042394759,0.19350615914643063,-0.058716206001221745,0.14455177424918583,0.1707231709670445,0.13100139404795177
9,CHEMBL3692689,9,0.1,-0.3433638899591758,-0.031939109292176145,0.01500224808825995,-0.3255918309856539,-0.11382684324071403,-0.11661990423157666,0.1665879714279217
10,CHEMBL2442795,10,0.35,0.26389371868050354,0.4505429008760591,0.3643196928358009,0.451559361786701,0.43740140997740334,0.3862861806927447,0.06804582913879692
11,CHEMBL4091731,11,-0.26,0.3442806195388334,0.475660669063056,0.37983308632388474,0.23367431496294103,0.49654514771869734,0.27833230626790206,0.2559306297520912
12,CHEMBL3126833,12,-3.59,-3.3142454159666936,-3.3421499284924807,-3.447119827828559,-3.1773171150444903,-3.2046682124658075,-3.3459167499663387,0.140956816377058
13,CHEMBL473836,13,-0.06,0.21960979066199277,0.17899017587651986,0.10247122829943145,0.0784075253771101,0.10074572170765632,0.10337074032045174,0.08808204186616311
14,CHEMBL1934900,14,0.11,-0.025584654297193365,0.1329533234293964,-0.05987946461183979,0.014287236981213388,-0.22364174249526172,-0.008644216832280846,0.11817228259878494
15,CHEMBL507592,15,0.0,0.6670175998146597,0.4539188694106853,0.21581435291890758,0.2621137394151145,0.2737756365701815,0.3121066996882581,0.20685091774157646
16,CHEMBL482271,16,0.24,1.0575228870627862,0.7421672339604478,1.1600114513467337,1.2456114452911784,1.2927974270141058,0.9563517407792087,0.3668820370064022
17,CHEMBL4577107,17,0.48,0.7211209778097106,1.2219789534311174,0.7660143797843364,1.0373128191864354,0.9118238521311933,0.8563751637237988,0.2372046069002886
18,CHEMBL3339010,18,0.17,-0.048405515950043165,0.03942871164567523,-0.06644210843761855,-0.10915170169565988,0.04837354523504804,0.0056338217995669446,0.09244451058456082
19,CHEMBL4245802,19,0.33,0.44075006000302286,0.2963917957866256,0.4505073241990691,0.3357774634791134,0.3923747588940285,0.3743002337269766,0.05783025123654681
20,CHEMBL3800394,20,1.21,0.5332302577458359,0.9654771016309429,0.91143127771334,0.7712132116414377,0.7896445310521119,0.8634993966306114,0.20648186800369792
21,CHEMBL4072618,21,0.58,0.45470656475206384,0.4081521646964533,0.42064943712554725,0.42350989736673866,0.6194759252280968,0.4844156648614833,0.08351849640917662
22,CHEMBL251011,22,0.43,0.3785595319307401,0.6143716760500677,0.892345121869985,0.5725442946609399,0.6752327535089068,0.5938422296701066,0.1682232496792979
23,CHEMBL4065147,23,2.81,1.2731870518491906,1.7145326822219977,1.7087504393534994,2.025062039061725,1.9655530617200716,1.916180879034414,0.46732140703124037
24,CHEMBL468935,24,0.12,-0.012116280301979799,0.16330608151880993,-0.005240168217124561,0.0032255862420260753,-0.05046845759016799,0.036451126941927266,0.07727494371662401
25,CHEMBL4069669,25,-0.15,0.16404471950636693,0.21504397784415408,0.25875160089424065,0.0355765416041022,-0.19638334908674296,0.05450558179368683,0.17541091414224882
26,CHEMBL479970,26,2.11,0.008479610591285233,0.7844081957345839,0.7692139591531065,0.6587344292700413,0.22273223168948766,0.758928071073084,0.6691870726548489
27,CHEMBL475043,27,0.28,0.655067553262323,0.30599474055609693,0.4008826178924783,0.04875369545023573,0.305342497984356,0.3326735175242483,0.1795522682661184
28,CHEMBL2401845,28,0.37,0.53000336961806,0.4675759304004015,0.4121447949427965,0.3608263170523501,0.5185460556710914,0.4431827446141166,0.06697527738170858
29,CHEMBL4464003,29,2.93,3.0988464173071084,3.2148666622022875,2.732911559271915,3.1297774987460003,3.570942271620455,3.1128907348579613,0.25772268704760726
30,CHEMBL3799265,30,0.75,0.7684860461457869,0.9459058050696787,0.193100798545366,0.4584413543632691,1.0424132509543234,0.693057875846404,0.2886506132285685
31,CHEMBL2094337,31,-0.28,0.9366609749125085,0.9336899740754173,1.0637939919361836,0.6199583010697782,0.8357161219706135,0.6849698939940837,0.45218646677557267
32,CHEMBL4243347,32,1.0,2.3538467075694043,2.3775893393941687,2.2067601393491554,2.3036328960384007,2.192736473167751,2.07242759258648,0.48449229500995594
33,CHEMBL3104855,33,0.13,0.15059936088348594,0.6498925612331234,0.4116755890377774,0.17996196047502455,0.5669394854339721,0.3481781595105639,0.20730645674758655
34,CHEMBL2425967,34,2.33,1.4270421193477802,2.267490550807555,1.8183080290213471,1.6677930361708029,1.857356625416176,1.8946650601272772,0.3177734522874889
35,CHEMBL4542734,35,-2.5,-2.2512962422430274,-2.596657692821277,-2.3692098740779173,-2.122533423144087,-1.995950671546506,-2.3059413173054693,0.20772435017172985
36,CHEMBL4590543,36,-0.75,0.6070140956532075,0.11980767581316208,0.4765919766290019,0.010391415955377825,0.2881772275384609,0.12533039859820172,0.4399560104550566
37,CHEMBL3947397,37,-0.46,-0.637394789007785,-0.29422315591612114,-0.6886659533206568,-0.49245027548427744,-0.6589585062406235,-0.5386154466615773,0.1383197794190946
38,CHEMBL564382,38,-0.01,0.8405373134930912,0.6176429989003259,0.7322572299814853,1.155249370420238,1.4338855252581093,0.7949287396755417,0.4515611993874029
39,CHEMBL2413292,39,1.47,0.7643833192146909,1.1471198033248822,1.0548477823222455,1.118206866837159,0.760564779469223,1.0525204251947,0.24352257042643696
40,CHEMBL487253,40,0.45,0.24597153887972045,0.3504872398139617,0.5893479593453645,0.783470998911148,0.6231149127355029,0.5070654416142829,0.17915596023534525
41,CHEMBL1173195,41,-0.87,-1.105707338534196,-0.9978121991255556,-1.6901508995453935,-2.0089388242263753,-1.5008297932923835,-1.3622398424539843,0.40535352968119787
42,CHEMBL4241177,42,-0.51,-0.38572872561723176,-0.3890663762953782,-0.48917644921539444,-0.5009553452488277,-0.18878680088602484,-0.4106189495438095,0.11143165107834355
43,CHEMBL3287017,43,-1.06,0.0176550756746332,0.24421429678189766,0.22308092054801304,0.003101918953567007,-0.4740748868569971,-0.17433711248314768,0.46110618247105906
44,CHEMBL4530950,44,2.39,2.4334637378231077,2.482051703265763,2.796263100741954,2.5535268934400692,2.650752372547995,2.5510096346364812,0.13820308100586345
45,CHEMBL2408693,45,0.03,-0.15410114765064897,0.2682442453977305,0.036275144857685376,0.3406562092970908,0.09427377588683693,0.10255803796478245,0.16316827503950299
46,CHEMBL3692684,46,0.02,0.34538021167883626,0.5224967229286774,0.3807496152198563,0.13884954665676275,0.3982620104320827,0.3009563511527026,0.169363543571166
47,CHEMBL484489,47,0.11,0.23222741365423635,0.2787738613162137,0.2520662534149699,0.46942511072755616,0.4563645050114186,0.29980952402073247,0.12688303365108472
48,CHEMBL427510,48,1.29,0.8443265821476208,0.8952501988060368,0.8681082678725809,0.7644355435505226,0.6842994560161715,0.8910700080654888,0.19177467274403664
49,CHEMBL3670668,49,2.29,0.8431528077397473,1.0312440831428988,1.2936302543370928,1.0044692023499735,0.931235522690249,1.232288645043327,0.4927637026889546
50,CHEMBL4162183,50,0.07,-0.01666386236556966,-0.08114255308362307,-0.18572485768362662,-0.2005470859001875,-0.2884928966506274,-0.1170952092806057,0.12071666403441315
51,CHEMBL3758407,51,0.21,1.3380125749511822,1.0092040817935368,1.1221268006822132,0.6678816600004108,0.8501145851267028,0.8662232837590077,0.36026451899915357
52,CHEMBL27759,52,-2.77,-0.6795967505746355,-0.8192778253163664,-0.5747433078842964,-0.9876140860572372,-0.5370892706769972,-1.0613868734182554,0.7789834899482833
53,CHEMBL3771210,53,0.97,0.5916903143880582,0.40733891928050586,0.9075715701838796,0.5919415082027933,0.5945234114839592,0.6771776205898661,0.1970804553461562
54,CHEMBL4527868,54,0.43,0.6701407806461989,0.8429017536772748,0.7186408122256711,0.4216195042820646,0.49973058314990115,0.5971722389968518,0.15743898987068522
55,CHEMBL4069152,55,-0.12,-0.31947984348875963,0.25983503752455667,0.273861691528205,0.325763374643431,0.3032090222577074,0.12053154707752341,0.24828485240405612
