,molecule_chembl_id,y_test_idx0,y_test0,y_pred_rf0,y_pred_rf1,y_pred_rf2,y_pred_rf3,y_pred_rf4,y_pred_rf_ave,y_pred_rf_std
0,CHEMBL4635479,0,0.42,0.6287717536813923,0.6902945113788481,0.6960642570281133,0.6553592146363237,0.3295626952253457,0.5700087386583372,0.14225175921065522
1,CHEMBL4299417,1,0.98,0.71259705488621,0.8006827309236915,0.8237260151717946,0.8303346720214151,0.8454618473895562,0.8321337200654445,0.07894531951004925
2,CHEMBL4225331,2,0.84,1.3574698795180677,1.4247344935296702,1.2391967871485932,1.7307630522088322,1.2146050870147218,1.301128216569981,0.26677080446744217
3,CHEMBL1094710,3,0.45,0.3030455153949127,0.31068384649709857,0.2832351628737168,0.28417001338688025,0.21648817492190967,0.30793711884575303,0.07041697921959884
4,CHEMBL3287256,4,-0.33,0.004404283801874187,-0.00025435073627844807,0.047349397590361414,-0.04578313253012029,0.028085676037483215,-0.04936635430611332,0.1287271705715667
5,CHEMBL261272,5,0.61,0.4048995983935738,0.37843150379294777,0.431151271753682,0.41671269203799377,0.4197692994199023,0.4434940608996833,0.07624450482751977
6,CHEMBL3415625,6,1.35,1.090959281570728,1.4697117358322176,0.974589564607638,1.3321081468732074,1.2635750940269004,1.2468239704851152,0.16647502960095367
7,CHEMBL3747043,7,-0.12,0.08042391789379741,0.10554439982150836,0.05082998661311919,0.11910307898259749,0.08416778224007138,0.05334486092518231,0.08040214374188584
8,CHEMBL3601331,8,0.36,0.10544399821508238,0.20950468540829995,0.16605087014725542,0.1456559571619809,0.15303882195448432,0.18994905548118382,0.08199209134331163
9,CHEMBL3692689,9,0.1,0.05087460954930842,0.08111557340473002,0.0769277108433734,-0.01824854975457392,-0.07077643908969228,0.03664881749219095,0.06105917047979082
10,CHEMBL2442795,10,0.35,0.2485408299866125,0.23135207496653198,0.20594377510040138,0.24844712182061524,0.22373493975903563,0.25133645693886614,0.0464979808787268
11,CHEMBL4091731,11,-0.26,0.35741633199464595,0.41066934404283884,0.3875502008032139,0.3481659973226249,0.43471218206158035,0.2797523427041506,0.24317925695850007
12,CHEMBL3126833,12,-3.59,-3.1450468540829912,-3.2058366800535385,-3.2295582329317223,-3.2326639892904914,-3.0028246318607668,-3.2343217313699184,0.17743767861144363
13,CHEMBL473836,13,-0.06,0.16544846050870288,0.13771084337349498,0.1579384203480603,0.1732396251673374,0.05535921463632311,0.10494942733898643,0.0835387441749461
14,CHEMBL1934900,14,0.11,0.23649263721552805,0.3914145470771967,0.44278447121820597,0.27765283355644704,0.26870147255689325,0.2878409936040452,0.10760200959645362
15,CHEMBL507592,15,0.0,0.2672623828647923,0.25055555555555564,0.2395359214636326,0.2853435966086569,0.2597701918786255,0.2170779413952105,0.09810644750956203
16,CHEMBL482271,16,0.24,0.7774899598393566,0.6076572958500648,0.7528447121820602,0.6909906291833993,0.7150870147255672,0.6306782686300747,0.18275676213040123
17,CHEMBL4577107,17,0.48,0.7305912539045031,0.8333546885956469,0.784127621597497,0.8126952253458238,0.8379049531459127,0.7464456237648972,0.12447996399555195
18,CHEMBL3339010,18,0.17,-0.0351137884872826,0.07887996430165124,-0.04036144578313287,-0.05188755020080356,-0.0373226238286482,0.014032426000297337,0.08255090899402313
19,CHEMBL4245802,19,0.33,0.5653353413654615,0.4701367692994214,0.5179113915981388,0.5118001848664497,0.5301127366609294,0.4875494039650668,0.07582573722088205
20,CHEMBL3800394,20,1.21,0.6899910754127608,0.7869968763944637,0.6622674029451143,0.6364524765729589,0.6708076751450237,0.7760859177450535,0.199728341438982
21,CHEMBL4072618,21,0.58,0.4406157965194108,0.4295716198125838,0.41508701472556864,0.4660776439089686,0.45063364569388603,0.4636642867767364,0.05441034563794984
22,CHEMBL251011,22,0.43,0.630743418116912,0.4011063300822338,0.4086390004462296,0.5651952253458281,0.4678357875948237,0.4839199602643378,0.0854928646830615
23,CHEMBL4065147,23,2.81,0.9658902275769728,1.5610754127621584,1.507396251673358,1.544257028112449,1.6526639892904955,1.6735471515692388,0.555234403178411
24,CHEMBL468935,24,0.12,0.08718875502008074,0.0007385095939312248,0.08808902275769753,0.08365908076751476,0.08490629183400257,0.07743027666220446,0.03650875249564901
25,CHEMBL4069669,25,-0.15,-0.007840249888442603,-0.003850959393128029,0.10622489959839346,0.0518105756358769,0.04412315930388218,0.0067445708760969884,0.07981048617204595
26,CHEMBL479970,26,2.11,0.6339747880410529,0.5676595269968755,0.666757187480079,0.6269187862561361,0.5093596608656848,0.852444991606638,0.56470142020732
27,CHEMBL475043,27,0.28,0.46063141454707635,0.2839625167336006,0.4703692547969651,0.26621597501115557,0.5518027666220437,0.38549698795180687,0.11267424958626066
28,CHEMBL2401845,28,0.37,0.39554216867470154,0.39163766175814596,0.3419589468987096,0.34528781793842356,0.36834002677376443,0.36879443700729087,0.020459792303345464
29,CHEMBL4464003,29,2.93,2.7546423471664414,2.805841811691194,2.6804321731369845,2.6028592146363234,2.8997414100847823,2.778919492785954,0.11506115771496507
30,CHEMBL3799265,30,0.75,0.890870147255689,0.8123337795626946,0.7430566711289587,0.7420234270414989,0.8973159303882177,0.8059333258961766,0.0667988219278388
31,CHEMBL2094337,31,-0.28,0.6094779116465868,0.6210843373493992,0.5543172690763061,0.5408141454707723,0.5661512717536823,0.43530748921612444,0.3211770682779611
32,CHEMBL4243347,32,1.0,2.1835073627844794,2.030589022757708,2.052248995983941,1.9434805890227649,2.2303078982597184,1.906688978134769,0.41660034587510375
33,CHEMBL3104855,33,0.13,-0.03036144578313249,-0.24091477019187904,0.11384203480589014,0.06716198125836675,0.1706425702811243,0.035061728395061616,0.13848912262087393
34,CHEMBL2425967,34,2.33,1.0711947791164642,1.7379518072289168,1.8343351182507857,1.7556961178045547,1.8662672913877751,1.7659075189647495,0.3688871401176741
35,CHEMBL4542734,35,-2.5,-2.4232262382864866,-2.363761713520757,-2.3760107095046967,-2.246827309236953,-2.363226238286486,-2.378842034805897,0.07589069267657854
36,CHEMBL4590543,36,-0.75,0.2739323962516756,0.055760821062025435,0.2444310575635891,0.05058902275769741,0.12315037929495708,-0.00035605384500922665,0.34595743314300437
37,CHEMBL3947397,37,-0.46,-0.37704819277108276,-0.36579651941097585,-0.3761401160196317,-0.34423025435073457,-0.4259303882195431,-0.39152424512866135,0.0391951881447192
38,CHEMBL564382,38,-0.01,0.6381302989736717,0.6050557786702352,0.2107072735385987,0.340437304774654,0.5785649263721547,0.393815930388219,0.23730758494604917
39,CHEMBL2413292,39,1.47,0.8267179830432813,0.8925011155734038,0.9203078982597028,0.7987242302543488,0.8586479250334665,0.9611498586940339,0.23103745812473236
40,CHEMBL487253,40,0.45,0.3562472110664883,0.3913029897367253,0.2686166889781346,0.30902275769745696,0.3476149040606871,0.35380075858991544,0.05768644611806012
41,CHEMBL1173195,41,-0.87,-1.0141231593038798,-1.3037438643462738,-1.120814368585451,-1.3406448014279304,-1.277279339580542,-1.1544342555406795,0.17018567683812477
42,CHEMBL4241177,42,-0.51,-0.48092592592592587,-0.5433666411678448,-0.48989178937974104,-0.47132673551348203,-0.48873270861222595,-0.49737396676653667,0.02364456751623472
43,CHEMBL3287017,43,-1.06,0.09900937081659936,0.02055153949129852,0.01033690316822846,0.10698348951360984,0.09070950468540807,-0.12206819872080932,0.42114959402552626
44,CHEMBL4530950,44,2.39,2.475954930834439,2.4928165997322513,2.518132530120489,2.4706403391343064,2.495756358768398,2.4738834597649806,0.04050948731083559
45,CHEMBL2408693,45,0.03,0.08274044325449957,0.1317316249123476,0.1778630075858988,-0.05135385988398043,0.08451427933958049,0.07591591586805767,0.07295543852729107
46,CHEMBL3692684,46,0.02,0.2871352074966537,0.26744310575635954,0.28134538152610516,0.22611222668451633,0.2523962516733608,0.22240536218949927,0.09271228077405377
47,CHEMBL484489,47,0.11,0.24755020080321352,0.27760597947344995,0.25325167336010723,0.4030187416332003,0.30733266398929077,0.2664598765432103,0.08703913816462552
48,CHEMBL427510,48,1.29,0.603319946452478,0.620040160642571,0.6243195002231159,0.5567603748326663,0.5900981704596183,0.7140896921017417,0.2585127438908208
49,CHEMBL3670668,49,2.29,0.9826294065149498,0.996835787594824,0.9406084337349412,0.8287974118697029,0.9072646140116036,1.1576892756210035,0.5093547944905811
